Id,Nodes,Syr_dat,Tyr_dat,Source,Target
4127,"n1075,n14",2017,2007,n1075,n14
4128,"n1076,n14",2017,2007,n1076,n14
4129,"n1082,n14",2019,2007,n1082,n14
4130,"n1097,n14",2016,2007,n1097,n14
4131,"n1100,n14",2014,2007,n1100,n14
4132,"n1104,n14",2014,2007,n1104,n14
4133,"n1105,n14",2018,2007,n1105,n14
4134,"n1108,n14",2017,2007,n1108,n14
4135,"n1110,n14",2019,2007,n1110,n14
4136,"n1117,n14",2014,2007,n1117,n14
4137,"n112,n14",2013,2007,n112,n14
4138,"n114,n14",2012,2007,n114,n14
4139,"n1151,n14",2018,2007,n1151,n14
4140,"n1160,n14",2017,2007,n1160,n14
4141,"n1173,n14",2017,2007,n1173,n14
4142,"n1179,n14",2013,2007,n1179,n14
4143,"n1185,n14",2017,2007,n1185,n14
4144,"n119,n14",2011,2007,n119,n14
4145,"n1219,n14",2019,2007,n1219,n14
4146,"n122,n14",2013,2007,n122,n14
4147,"n1220,n14",2019,2007,n1220,n14
4148,"n1227,n14",2018,2007,n1227,n14
4149,"n1234,n14",2018,2007,n1234,n14
4150,"n1237,n14",2020,2007,n1237,n14
4151,"n1245,n14",2018,2007,n1245,n14
4152,"n125,n14",2013,2007,n125,n14
4153,"n1254,n14",2014,2007,n1254,n14
4154,"n1259,n14",2015,2007,n1259,n14
4155,"n1267,n14",2014,2007,n1267,n14
4156,"n1314,n14",2019,2007,n1314,n14
4157,"n1327,n14",2019,2007,n1327,n14
4158,"n136,n14",2012,2007,n136,n14
4159,"n1363,n14",2017,2007,n1363,n14
4160,"n1370,n14",2014,2007,n1370,n14
4161,"n1387,n14",2018,2007,n1387,n14
4162,"n139,n14",2013,2007,n139,n14
4163,"n1390,n14",2017,2007,n1390,n14
4164,"n140,n14",2013,2007,n140,n14
4165,"n1416,n14",2018,2007,n1416,n14
4166,"n1421,n14",2015,2007,n1421,n14
4167,"n1423,n14",2019,2007,n1423,n14
4168,"n1424,n14",2016,2007,n1424,n14
4169,"n1427,n14",2017,2007,n1427,n14
4170,"n1437,n14",2019,2007,n1437,n14
4171,"n1439,n14",2020,2007,n1439,n14
4172,"n1450,n14",2020,2007,n1450,n14
4173,"n1455,n14",2015,2007,n1455,n14
4174,"n1467,n14",2019,2007,n1467,n14
4175,"n1468,n14",2015,2007,n1468,n14
4176,"n1503,n14",2019,2007,n1503,n14
4177,"n1529,n14",2019,2007,n1529,n14
4178,"n1540,n14",2020,2007,n1540,n14
4179,"n1549,n14",2020,2007,n1549,n14
4180,"n1554,n14",2020,2007,n1554,n14
4181,"n1556,n14",2016,2007,n1556,n14
4182,"n156,n14",2010,2007,n156,n14
4183,"n1576,n14",2020,2007,n1576,n14
4184,"n158,n14",2015,2007,n158,n14
4185,"n1585,n14",2020,2007,n1585,n14
4186,"n160,n14",2012,2007,n160,n14
4187,"n161,n14",2013,2007,n161,n14
4188,"n1615,n14",2021,2007,n1615,n14
4189,"n1619,n14",2015,2007,n1619,n14
4190,"n1628,n14",2021,2007,n1628,n14
4191,"n163,n14",2011,2007,n163,n14
4192,"n1633,n14",2019,2007,n1633,n14
4193,"n1638,n14",2019,2007,n1638,n14
4194,"n164,n14",2011,2007,n164,n14
4195,"n1651,n14",2020,2007,n1651,n14
4196,"n1665,n14",2018,2007,n1665,n14
4197,"n1693,n14",2020,2007,n1693,n14
4198,"n1704,n14",2020,2007,n1704,n14
4199,"n1706,n14",2019,2007,n1706,n14
4200,"n1713,n14",2019,2007,n1713,n14
4201,"n172,n14",2010,2007,n172,n14
4202,"n1726,n14",2021,2007,n1726,n14
4203,"n1756,n14",2021,2007,n1756,n14
4204,"n1757,n14",2020,2007,n1757,n14
4205,"n1758,n14",2021,2007,n1758,n14
4206,"n176,n14",2015,2007,n176,n14
4207,"n1768,n14",2021,2007,n1768,n14
4208,"n1773,n14",2018,2007,n1773,n14
4209,"n178,n14",2010,2007,n178,n14
4210,"n1782,n14",2021,2007,n1782,n14
4211,"n179,n14",2013,2007,n179,n14
4212,"n18,n14",2009,2007,n18,n14
4213,"n1832,n14",2021,2007,n1832,n14
4214,"n184,n14",2011,2007,n184,n14
4215,"n1846,n14",2021,2007,n1846,n14
4216,"n1871,n14",2021,2007,n1871,n14
4217,"n188,n14",2014,2007,n188,n14
4218,"n190,n14",2014,2007,n190,n14
4219,"n194,n14",2011,2007,n194,n14
4220,"n197,n14",2009,2007,n197,n14
4221,"n20,n14",2009,2007,n20,n14
4222,"n201,n14",2011,2007,n201,n14
4223,"n207,n14",2008,2007,n207,n14
4224,"n21,n14",2010,2007,n21,n14
4225,"n210,n14",2010,2007,n210,n14
4226,"n215,n14",2015,2007,n215,n14
4227,"n222,n14",2013,2007,n222,n14
4228,"n230,n14",2017,2007,n230,n14
4229,"n232,n14",2012,2007,n232,n14
4230,"n242,n14",2014,2007,n242,n14
4231,"n243,n14",2016,2007,n243,n14
4232,"n250,n14",2012,2007,n250,n14
4233,"n254,n14",2011,2007,n254,n14
4234,"n255,n14",2012,2007,n255,n14
4235,"n261,n14",2014,2007,n261,n14
4236,"n264,n14",2013,2007,n264,n14
4237,"n268,n14",2011,2007,n268,n14
4238,"n269,n14",2009,2007,n269,n14
4239,"n276,n14",2013,2007,n276,n14
4240,"n278,n14",2013,2007,n278,n14
4241,"n28,n14",2010,2007,n28,n14
4242,"n280,n14",2013,2007,n280,n14
4243,"n288,n14",2012,2007,n288,n14
4244,"n293,n14",2014,2007,n293,n14
4245,"n297,n14",2011,2007,n297,n14
4246,"n302,n14",2010,2007,n302,n14
4247,"n304,n14",2014,2007,n304,n14
4248,"n305,n14",2014,2007,n305,n14
4249,"n307,n14",2011,2007,n307,n14
4250,"n308,n14",2013,2007,n308,n14
4251,"n309,n14",2015,2007,n309,n14
4252,"n31,n14",2010,2007,n31,n14
4253,"n325,n14",2011,2007,n325,n14
4254,"n333,n14",2012,2007,n333,n14
4255,"n339,n14",2014,2007,n339,n14
4256,"n341,n14",2013,2007,n341,n14
4257,"n351,n14",2014,2007,n351,n14
4258,"n358,n14",2012,2007,n358,n14
4259,"n370,n14",2011,2007,n370,n14
4260,"n371,n14",2010,2007,n371,n14
4261,"n38,n14",2010,2007,n38,n14
4262,"n380,n14",2012,2007,n380,n14
4263,"n384,n14",2014,2007,n384,n14
4264,"n401,n14",2009,2007,n401,n14
4265,"n403,n14",2015,2007,n403,n14
4266,"n409,n14",2013,2007,n409,n14
4267,"n41,n14",2008,2007,n41,n14
4268,"n414,n14",2018,2007,n414,n14
4269,"n429,n14",2015,2007,n429,n14
4270,"n432,n14",2012,2007,n432,n14
4271,"n436,n14",2012,2007,n436,n14
4272,"n446,n14",2014,2007,n446,n14
4273,"n449,n14",2014,2007,n449,n14
4274,"n452,n14",2012,2007,n452,n14
4275,"n455,n14",2016,2007,n455,n14
4276,"n464,n14",2012,2007,n464,n14
4277,"n476,n14",2014,2007,n476,n14
4278,"n482,n14",2015,2007,n482,n14
4279,"n492,n14",2011,2007,n492,n14
4280,"n498,n14",2016,2007,n498,n14
4281,"n5,n14",2008,2007,n5,n14
4282,"n500,n14",2012,2007,n500,n14
4283,"n502,n14",2016,2007,n502,n14
4284,"n508,n14",2013,2007,n508,n14
4285,"n51,n14",2010,2007,n51,n14
4286,"n52,n14",2009,2007,n52,n14
4287,"n520,n14",2014,2007,n520,n14
4288,"n522,n14",2014,2007,n522,n14
4289,"n525,n14",2014,2007,n525,n14
4290,"n543,n14",2017,2007,n543,n14
4291,"n544,n14",2016,2007,n544,n14
4292,"n546,n14",2012,2007,n546,n14
4293,"n556,n14",2015,2007,n556,n14
4294,"n559,n14",2014,2007,n559,n14
4295,"n565,n14",2015,2007,n565,n14
4296,"n572,n14",2016,2007,n572,n14
4297,"n573,n14",2015,2007,n573,n14
4298,"n576,n14",2016,2007,n576,n14
4299,"n584,n14",2014,2007,n584,n14
4300,"n585,n14",2013,2007,n585,n14
4301,"n586,n14",2013,2007,n586,n14
4302,"n588,n14",2013,2007,n588,n14
4303,"n589,n14",2015,2007,n589,n14
4304,"n591,n14",2013,2007,n591,n14
4305,"n594,n14",2014,2007,n594,n14
4306,"n600,n14",2017,2007,n600,n14
4307,"n603,n14",2019,2007,n603,n14
4308,"n604,n14",2012,2007,n604,n14
4309,"n605,n14",2015,2007,n605,n14
4310,"n612,n14",2017,2007,n612,n14
4311,"n624,n14",2015,2007,n624,n14
4312,"n63,n14",2009,2007,n63,n14
4313,"n672,n14",2013,2007,n672,n14
4314,"n676,n14",2016,2007,n676,n14
4315,"n683,n14",2015,2007,n683,n14
4316,"n685,n14",2016,2007,n685,n14
4317,"n69,n14",2012,2007,n69,n14
4318,"n690,n14",2015,2007,n690,n14
4319,"n697,n14",2014,2007,n697,n14
4320,"n703,n14",2013,2007,n703,n14
4321,"n71,n14",2012,2007,n71,n14
4322,"n718,n14",2012,2007,n718,n14
4323,"n720,n14",2016,2007,n720,n14
4324,"n73,n14",2009,2007,n73,n14
4325,"n730,n14",2011,2007,n730,n14
4326,"n731,n14",2014,2007,n731,n14
4327,"n745,n14",2017,2007,n745,n14
4328,"n753,n14",2016,2007,n753,n14
4329,"n755,n14",2015,2007,n755,n14
4330,"n756,n14",2015,2007,n756,n14
4331,"n775,n14",2017,2007,n775,n14
4332,"n778,n14",2015,2007,n778,n14
4333,"n780,n14",2015,2007,n780,n14
4334,"n793,n14",2018,2007,n793,n14
4335,"n8,n14",2010,2007,n8,n14
4336,"n80,n14",2014,2007,n80,n14
4337,"n804,n14",2014,2007,n804,n14
4338,"n807,n14",2014,2007,n807,n14
4339,"n821,n14",2013,2007,n821,n14
4340,"n828,n14",2015,2007,n828,n14
4341,"n838,n14",2017,2007,n838,n14
4342,"n841,n14",2015,2007,n841,n14
4343,"n842,n14",2015,2007,n842,n14
4344,"n85,n14",2010,2007,n85,n14
4345,"n856,n14",2017,2007,n856,n14
4346,"n872,n14",2012,2007,n872,n14
4347,"n874,n14",2014,2007,n874,n14
4348,"n896,n14",2017,2007,n896,n14
4349,"n899,n14",2016,2007,n899,n14
4350,"n90,n14",2011,2007,n90,n14
4351,"n94,n14",2009,2007,n94,n14
4352,"n940,n14",2020,2007,n940,n14
4353,"n945,n14",2018,2007,n945,n14
4354,"n947,n14",2017,2007,n947,n14
4355,"n948,n14",2020,2007,n948,n14
4356,"n949,n14",2015,2007,n949,n14
4357,"n956,n14",2018,2007,n956,n14
4358,"n96,n14",2009,2007,n96,n14
4359,"n960,n14",2015,2007,n960,n14
4360,"n984,n14",2016,2007,n984,n14
4361,"n992,n14",2017,2007,n992,n14
4362,"n1012,n140",2015,2013,n1012,n140
4363,"n1115,n140",2016,2013,n1115,n140
4364,"n1119,n140",2017,2013,n1119,n140
4365,"n1136,n140",2019,2013,n1136,n140
4366,"n1248,n140",2018,2013,n1248,n140
4367,"n1458,n140",2021,2013,n1458,n140
4368,"n1500,n140",2020,2013,n1500,n140
4369,"n1668,n140",2021,2013,n1668,n140
4370,"n1857,n140",2021,2013,n1857,n140
4371,"n385,n140",2019,2013,n385,n140
4372,"n494,n140",2016,2013,n494,n140
4373,"n554,n140",2015,2013,n554,n140
4374,"n652,n140",2016,2013,n652,n140
4375,"n789,n140",2016,2013,n789,n140
4376,"n833,n140",2017,2013,n833,n140
4377,"n931,n140",2017,2013,n931,n140
4378,"n1892,n1402",2021,2020,n1892,n1402
4379,"n1071,n1403",2018,2017,n1071,n1403
4380,"n1666,n1405",2020,2017,n1666,n1405
4381,"n830,n1406",2019,2016,n830,n1406
4382,"n1009,n141",2013,2012,n1009,n141
4383,"n1021,n141",2016,2012,n1021,n141
4384,"n1081,n141",2017,2012,n1081,n141
4385,"n1082,n141",2019,2012,n1082,n141
4386,"n1104,n141",2014,2012,n1104,n141
4387,"n111,n141",2016,2012,n111,n141
4388,"n1110,n141",2019,2012,n1110,n141
4389,"n1144,n141",2018,2012,n1144,n141
4390,"n1148,n141",2013,2012,n1148,n141
4391,"n1174,n141",2015,2012,n1174,n141
4392,"n1181,n141",2017,2012,n1181,n141
4393,"n1218,n141",2019,2012,n1218,n141
4394,"n1247,n141",2019,2012,n1247,n141
4395,"n1249,n141",2015,2012,n1249,n141
4396,"n125,n141",2013,2012,n125,n141
4397,"n1274,n141",2017,2012,n1274,n141
4398,"n1314,n141",2019,2012,n1314,n141
4399,"n1316,n141",2018,2012,n1316,n141
4400,"n1420,n141",2018,2012,n1420,n141
4401,"n1423,n141",2019,2012,n1423,n141
4402,"n1431,n141",2018,2012,n1431,n141
4403,"n1486,n141",2018,2012,n1486,n141
4404,"n1518,n141",2018,2012,n1518,n141
4405,"n160,n141",2012,2012,n160,n141
4406,"n161,n141",2013,2012,n161,n141
4407,"n1610,n141",2020,2012,n1610,n141
4408,"n1618,n141",2020,2012,n1618,n141
4409,"n1741,n141",2020,2012,n1741,n141
4410,"n1753,n141",2016,2012,n1753,n141
4411,"n1782,n141",2021,2012,n1782,n141
4412,"n1783,n141",2021,2012,n1783,n141
4413,"n1804,n141",2021,2012,n1804,n141
4414,"n1807,n141",2021,2012,n1807,n141
4415,"n1817,n141",2020,2012,n1817,n141
4416,"n1821,n141",2020,2012,n1821,n141
4417,"n1832,n141",2021,2012,n1832,n141
4418,"n1833,n141",2021,2012,n1833,n141
4419,"n1835,n141",2020,2012,n1835,n141
4420,"n1862,n141",2020,2012,n1862,n141
4421,"n242,n141",2014,2012,n242,n141
4422,"n266,n141",2013,2012,n266,n141
4423,"n272,n141",2016,2012,n272,n141
4424,"n280,n141",2013,2012,n280,n141
4425,"n347,n141",2014,2012,n347,n141
4426,"n374,n141",2013,2012,n374,n141
4427,"n392,n141",2013,2012,n392,n141
4428,"n413,n141",2015,2012,n413,n141
4429,"n444,n141",2015,2012,n444,n141
4430,"n449,n141",2014,2012,n449,n141
4431,"n464,n141",2012,2012,n464,n141
4432,"n488,n141",2013,2012,n488,n141
4433,"n499,n141",2014,2012,n499,n141
4434,"n504,n141",2014,2012,n504,n141
4435,"n508,n141",2013,2012,n508,n141
4436,"n517,n141",2015,2012,n517,n141
4437,"n543,n141",2017,2012,n543,n141
4438,"n554,n141",2015,2012,n554,n141
4439,"n556,n141",2015,2012,n556,n141
4440,"n586,n141",2013,2012,n586,n141
4441,"n588,n141",2013,2012,n588,n141
4442,"n589,n141",2015,2012,n589,n141
4443,"n629,n141",2016,2012,n629,n141
4444,"n672,n141",2013,2012,n672,n141
4445,"n674,n141",2014,2012,n674,n141
4446,"n685,n141",2016,2012,n685,n141
4447,"n695,n141",2017,2012,n695,n141
4448,"n696,n141",2013,2012,n696,n141
4449,"n804,n141",2014,2012,n804,n141
4450,"n809,n141",2013,2012,n809,n141
4451,"n854,n141",2014,2012,n854,n141
4452,"n879,n141",2017,2012,n879,n141
4453,"n882,n141",2017,2012,n882,n141
4454,"n892,n141",2017,2012,n892,n141
4455,"n896,n141",2017,2012,n896,n141
4456,"n905,n141",2017,2012,n905,n141
4457,"n921,n141",2018,2012,n921,n141
4458,"n945,n141",2018,2012,n945,n141
4459,"n969,n141",2017,2012,n969,n141
4460,"n984,n141",2016,2012,n984,n141
4461,"n993,n141",2015,2012,n993,n141
4462,"n1283,n1416",2019,2018,n1283,n1416
4463,"n1577,n1416",2019,2018,n1577,n1416
4464,"n1781,n1416",2021,2018,n1781,n1416
4465,"n1613,n1417",2021,2020,n1613,n1417
4466,"n1889,n1417",2021,2020,n1889,n1417
4467,"n1820,n1418",2020,2018,n1820,n1418
4468,"n1848,n1418",2021,2018,n1848,n1418
4469,"n1274,n1419",2017,2015,n1274,n1419
4470,"n1457,n1419",2017,2015,n1457,n1419
4471,"n1870,n1419",2019,2015,n1870,n1419
4472,"n106,n142",2009,2008,n106,n142
4473,"n107,n142",2010,2008,n107,n142
4474,"n1073,n142",2019,2008,n1073,n142
4475,"n1084,n142",2014,2008,n1084,n142
4476,"n1197,n142",2020,2008,n1197,n142
4477,"n121,n142",2013,2008,n121,n142
4478,"n1249,n142",2015,2008,n1249,n142
4479,"n129,n142",2012,2008,n129,n142
4480,"n1328,n142",2018,2008,n1328,n142
4481,"n1347,n142",2017,2008,n1347,n142
4482,"n1351,n142",2019,2008,n1351,n142
4483,"n1357,n142",2019,2008,n1357,n142
4484,"n136,n142",2012,2008,n136,n142
4485,"n1518,n142",2018,2008,n1518,n142
4486,"n1641,n142",2021,2008,n1641,n142
4487,"n1780,n142",2021,2008,n1780,n142
4488,"n1875,n142",2021,2008,n1875,n142
4489,"n199,n142",2014,2008,n199,n142
4490,"n231,n142",2013,2008,n231,n142
4491,"n234,n142",2013,2008,n234,n142
4492,"n247,n142",2010,2008,n247,n142
4493,"n252,n142",2010,2008,n252,n142
4494,"n259,n142",2010,2008,n259,n142
4495,"n34,n142",2010,2008,n34,n142
4496,"n366,n142",2012,2008,n366,n142
4497,"n389,n142",2012,2008,n389,n142
4498,"n398,n142",2011,2008,n398,n142
4499,"n504,n142",2014,2008,n504,n142
4500,"n51,n142",2010,2008,n51,n142
4501,"n531,n142",2014,2008,n531,n142
4502,"n564,n142",2017,2008,n564,n142
4503,"n59,n142",2012,2008,n59,n142
4504,"n590,n142",2014,2008,n590,n142
4505,"n60,n142",2011,2008,n60,n142
4506,"n653,n142",2016,2008,n653,n142
4507,"n659,n142",2019,2008,n659,n142
4508,"n72,n142",2011,2008,n72,n142
4509,"n720,n142",2016,2008,n720,n142
4510,"n776,n142",2014,2008,n776,n142
4511,"n800,n142",2015,2008,n800,n142
4512,"n805,n142",2016,2008,n805,n142
4513,"n811,n142",2019,2008,n811,n142
4514,"n916,n142",2015,2008,n916,n142
4515,"n960,n142",2015,2008,n960,n142
4516,"n971,n142",2018,2008,n971,n142
4517,"n1577,n1420",2019,2018,n1577,n1420
4518,"n1846,n1420",2021,2018,n1846,n1420
4519,"n1434,n1421",2018,2015,n1434,n1421
4520,"n1689,n1421",2020,2015,n1689,n1421
4521,"n1617,n1422",2019,2018,n1617,n1422
4522,"n1773,n1422",2018,2018,n1773,n1422
4523,"n1872,n1422",2020,2018,n1872,n1422
4524,"n1710,n1423",2021,2019,n1710,n1423
4525,"n1712,n1423",2020,2019,n1712,n1423
4526,"n659,n1424",2019,2016,n659,n1424
4527,"n1702,n1425",2021,2019,n1702,n1425
4528,"n1611,n1426",2020,2019,n1611,n1426
4529,"n1617,n1426",2019,2019,n1617,n1426
4530,"n1795,n1426",2020,2019,n1795,n1426
4531,"n1644,n1427",2020,2017,n1644,n1427
4532,"n1506,n1428",2020,2020,n1506,n1428
4533,"n1892,n1428",2021,2020,n1892,n1428
4534,"n1338,n1429",2019,2018,n1338,n1429
4535,"n1046,n143",2019,2008,n1046,n143
4536,"n1100,n143",2014,2008,n1100,n143
4537,"n1139,n143",2016,2008,n1139,n143
4538,"n1151,n143",2018,2008,n1151,n143
4539,"n1186,n143",2015,2008,n1186,n143
4540,"n1225,n143",2014,2008,n1225,n143
4541,"n1239,n143",2017,2008,n1239,n143
4542,"n1295,n143",2019,2008,n1295,n143
4543,"n1418,n143",2018,2008,n1418,n143
4544,"n1466,n143",2017,2008,n1466,n143
4545,"n1468,n143",2015,2008,n1468,n143
4546,"n1591,n143",2019,2008,n1591,n143
4547,"n1629,n143",2020,2008,n1629,n143
4548,"n163,n143",2011,2008,n163,n143
4549,"n1692,n143",2020,2008,n1692,n143
4550,"n1820,n143",2020,2008,n1820,n143
4551,"n1831,n143",2018,2008,n1831,n143
4552,"n1848,n143",2021,2008,n1848,n143
4553,"n200,n143",2014,2008,n200,n143
4554,"n205,n143",2010,2008,n205,n143
4555,"n215,n143",2015,2008,n215,n143
4556,"n231,n143",2013,2008,n231,n143
4557,"n252,n143",2010,2008,n252,n143
4558,"n288,n143",2012,2008,n288,n143
4559,"n357,n143",2017,2008,n357,n143
4560,"n374,n143",2013,2008,n374,n143
4561,"n376,n143",2014,2008,n376,n143
4562,"n378,n143",2012,2008,n378,n143
4563,"n38,n143",2010,2008,n38,n143
4564,"n398,n143",2011,2008,n398,n143
4565,"n453,n143",2014,2008,n453,n143
4566,"n54,n143",2011,2008,n54,n143
4567,"n559,n143",2014,2008,n559,n143
4568,"n564,n143",2017,2008,n564,n143
4569,"n59,n143",2012,2008,n59,n143
4570,"n614,n143",2013,2008,n614,n143
4571,"n642,n143",2012,2008,n642,n143
4572,"n769,n143",2014,2008,n769,n143
4573,"n916,n143",2015,2008,n916,n143
4574,"n985,n143",2018,2008,n985,n143
4575,"n996,n143",2017,2008,n996,n143
4576,"n1352,n1430",2019,2018,n1352,n1430
4577,"n1608,n1431",2021,2018,n1608,n1431
4578,"n1689,n1431",2020,2018,n1689,n1431
4579,"n1288,n1432",2017,2017,n1288,n1432
4580,"n1532,n1432",2017,2017,n1532,n1432
4581,"n1052,n1433",2020,2019,n1052,n1433
4582,"n1695,n1435",2020,2016,n1695,n1435
4583,"n988,n1435",2017,2016,n988,n1435
4584,"n1152,n1436",2018,2017,n1152,n1436
4585,"n1341,n1436",2019,2017,n1341,n1436
4586,"n1516,n1436",2018,2017,n1516,n1436
4587,"n1765,n1437",2021,2019,n1765,n1437
4588,"n1806,n1438",2021,2020,n1806,n1438
4589,"n1776,n1439",2021,2020,n1776,n1439
4590,"n1019,n144",2014,2010,n1019,n144
4591,"n1026,n144",2017,2010,n1026,n144
4592,"n1105,n144",2018,2010,n1105,n144
4593,"n122,n144",2013,2010,n122,n144
4594,"n1243,n144",2014,2010,n1243,n144
4595,"n1264,n144",2020,2010,n1264,n144
4596,"n127,n144",2012,2010,n127,n144
4597,"n1330,n144",2019,2010,n1330,n144
4598,"n1386,n144",2016,2010,n1386,n144
4599,"n1476,n144",2019,2010,n1476,n144
4600,"n1523,n144",2018,2010,n1523,n144
4601,"n1565,n144",2020,2010,n1565,n144
4602,"n1691,n144",2020,2010,n1691,n144
4603,"n1780,n144",2021,2010,n1780,n144
4604,"n1789,n144",2021,2010,n1789,n144
4605,"n232,n144",2012,2010,n232,n144
4606,"n243,n144",2016,2010,n243,n144
4607,"n244,n144",2013,2010,n244,n144
4608,"n256,n144",2013,2010,n256,n144
4609,"n27,n144",2010,2010,n27,n144
4610,"n303,n144",2012,2010,n303,n144
4611,"n341,n144",2013,2010,n341,n144
4612,"n349,n144",2012,2010,n349,n144
4613,"n352,n144",2012,2010,n352,n144
4614,"n364,n144",2012,2010,n364,n144
4615,"n372,n144",2013,2010,n372,n144
4616,"n380,n144",2012,2010,n380,n144
4617,"n395,n144",2013,2010,n395,n144
4618,"n403,n144",2015,2010,n403,n144
4619,"n420,n144",2015,2010,n420,n144
4620,"n424,n144",2012,2010,n424,n144
4621,"n438,n144",2014,2010,n438,n144
4622,"n440,n144",2011,2010,n440,n144
4623,"n472,n144",2014,2010,n472,n144
4624,"n547,n144",2015,2010,n547,n144
4625,"n585,n144",2013,2010,n585,n144
4626,"n66,n144",2012,2010,n66,n144
4627,"n667,n144",2015,2010,n667,n144
4628,"n796,n144",2015,2010,n796,n144
4629,"n836,n144",2014,2010,n836,n144
4630,"n856,n144",2017,2010,n856,n144
4631,"n977,n144",2014,2010,n977,n144
4632,"n1195,n1440",2017,2015,n1195,n1440
4633,"n1723,n1440",2019,2015,n1723,n1440
4634,"n1716,n1442",2020,2019,n1716,n1442
4635,"n1766,n1442",2021,2019,n1766,n1442
4636,"n1410,n1444",2018,2017,n1410,n1444
4637,"n1610,n1446",2020,2019,n1610,n1446
4638,"n1618,n1446",2020,2019,n1618,n1446
4639,"n1825,n1447",2021,2020,n1825,n1447
4640,"n1880,n1447",2021,2020,n1880,n1447
4641,"n100,n145",2008,2005,n100,n145
4642,"n1005,n145",2015,2005,n1005,n145
4643,"n1012,n145",2015,2005,n1012,n145
4644,"n1019,n145",2014,2005,n1019,n145
4645,"n1045,n145",2016,2005,n1045,n145
4646,"n1050,n145",2017,2005,n1050,n145
4647,"n1103,n145",2017,2005,n1103,n145
4648,"n1190,n145",2018,2005,n1190,n145
4649,"n1233,n145",2018,2005,n1233,n145
4650,"n1249,n145",2015,2005,n1249,n145
4651,"n1283,n145",2019,2005,n1283,n145
4652,"n132,n145",2008,2005,n132,n145
4653,"n135,n145",2010,2005,n135,n145
4654,"n1481,n145",2018,2005,n1481,n145
4655,"n1490,n145",2019,2005,n1490,n145
4656,"n1524,n145",2019,2005,n1524,n145
4657,"n156,n145",2010,2005,n156,n145
4658,"n157,n145",2013,2005,n157,n145
4659,"n1597,n145",2018,2005,n1597,n145
4660,"n1717,n145",2021,2005,n1717,n145
4661,"n1773,n145",2018,2005,n1773,n145
4662,"n186,n145",2015,2005,n186,n145
4663,"n20,n145",2009,2005,n20,n145
4664,"n205,n145",2010,2005,n205,n145
4665,"n218,n145",2012,2005,n218,n145
4666,"n236,n145",2012,2005,n236,n145
4667,"n279,n145",2012,2005,n279,n145
4668,"n307,n145",2011,2005,n307,n145
4669,"n383,n145",2012,2005,n383,n145
4670,"n403,n145",2015,2005,n403,n145
4671,"n493,n145",2014,2005,n493,n145
4672,"n5,n145",2008,2005,n5,n145
4673,"n543,n145",2017,2005,n543,n145
4674,"n573,n145",2015,2005,n573,n145
4675,"n575,n145",2013,2005,n575,n145
4676,"n584,n145",2014,2005,n584,n145
4677,"n627,n145",2010,2005,n627,n145
4678,"n63,n145",2009,2005,n63,n145
4679,"n642,n145",2012,2005,n642,n145
4680,"n710,n145",2016,2005,n710,n145
4681,"n724,n145",2013,2005,n724,n145
4682,"n759,n145",2013,2005,n759,n145
4683,"n823,n145",2014,2005,n823,n145
4684,"n832,n145",2017,2005,n832,n145
4685,"n921,n145",2018,2005,n921,n145
4686,"n927,n145",2015,2005,n927,n145
4687,"n957,n145",2006,2005,n957,n145
4688,"n995,n145",2019,2005,n995,n145
4689,"n1687,n1453",2020,2018,n1687,n1453
4690,"n1671,n1454",2020,2018,n1671,n1454
4691,"n1123,n1455",2017,2015,n1123,n1455
4692,"n1570,n1457",2021,2017,n1570,n1457
4693,"n1668,n1458",2021,2021,n1668,n1458
4694,"n1248,n1459",2018,2016,n1248,n1459
4695,"n1017,n146",2019,2016,n1017,n146
4696,"n104,n146",2017,2016,n104,n146
4697,"n1134,n146",2018,2016,n1134,n146
4698,"n1141,n146",2020,2016,n1141,n146
4699,"n1218,n146",2019,2016,n1218,n146
4700,"n1278,n146",2021,2016,n1278,n146
4701,"n1291,n146",2019,2016,n1291,n146
4702,"n1294,n146",2020,2016,n1294,n146
4703,"n1303,n146",2018,2016,n1303,n146
4704,"n1334,n146",2018,2016,n1334,n146
4705,"n1391,n146",2018,2016,n1391,n146
4706,"n1406,n146",2016,2016,n1406,n146
4707,"n1414,n146",2019,2016,n1414,n146
4708,"n1423,n146",2019,2016,n1423,n146
4709,"n1450,n146",2020,2016,n1450,n146
4710,"n1456,n146",2019,2016,n1456,n146
4711,"n1528,n146",2019,2016,n1528,n146
4712,"n1590,n146",2019,2016,n1590,n146
4713,"n1612,n146",2021,2016,n1612,n146
4714,"n1656,n146",2020,2016,n1656,n146
4715,"n1660,n146",2018,2016,n1660,n146
4716,"n1679,n146",2018,2016,n1679,n146
4717,"n1682,n146",2020,2016,n1682,n146
4718,"n1766,n146",2021,2016,n1766,n146
4719,"n1826,n146",2021,2016,n1826,n146
4720,"n1867,n146",2021,2016,n1867,n146
4721,"n1890,n146",2021,2016,n1890,n146
4722,"n526,n146",2017,2016,n526,n146
4723,"n577,n146",2017,2016,n577,n146
4724,"n603,n146",2019,2016,n603,n146
4725,"n618,n146",2018,2016,n618,n146
4726,"n673,n146",2017,2016,n673,n146
4727,"n733,n146",2019,2016,n733,n146
4728,"n775,n146",2017,2016,n775,n146
4729,"n925,n146",2020,2016,n925,n146
4730,"n934,n146",2020,2016,n934,n146
4731,"n936,n146",2018,2016,n936,n146
4732,"n1643,n1466",2020,2017,n1643,n1466
